,APELLIDOS Y NOMBRE,BANCADA,REGIÓN,SEDE,Nº CASO,ACTUALIZACIÓN,SITUACIÓN,DELITO
336,"FLORES VILLEGAS, JOHAN",Podemos,Moquegua,Fiscalia Provincial Penal Corporativa De Moquegua,"03706014500-2016-
0033080000","Nov 9, 2016",CON ARCHIVO (PRELIMINAR),"DELITO DE PELIGRO COMUN (CONDUCCION, OPERACION O MANIOBRA DE VEHICULO MOTORIZADO EN ESTADO DE EBRIEDAD O DROGADICC"
337,"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,Fiscalia Provincial Corp. Especializada En Delitos De Corrupcion De Funcionarios De Piura(Ncpp),"02606065500-2015-
0003690000","Nov 4, 2016",FORMALIZA INVESTIGACION PREPARATORIA,CONCUSION (COLUSION CON DEFRAUDACION PATRIMONIAL AL ESTADO)
338,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,Ancash,02º Fiscalia Provincial Penal Corporativa De Casma (Ncpp),"03106024502-2016-
0004280000","Nov 3, 2016",CON ARCHIVO (CALIFICA),ABUSO DE AUTORIDAD
339,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2014-
0037110000","Oct 31, 2016",CON ACUSACION,CONCUSION
340,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406094500-2014-
0035740000","Oct 17, 2016",CON SOBRESEIMIENTO,APROPIACION ILICITA
341,"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,02º Fiscalia Provincial Penal Corporativa De Tumbes,"03506014502-2016-
0027600000","Oct 16, 2016",ASIGNADO PNP (PRELIMINAR),"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCION PUBLICA O DE AUTORIDAD MILITAR O POLICIAL)"
342,"LAZO VILLÓN, LESLYE CAROL",Acción Popular,Lima,02ºfiscalia Provincial Penal De San .Juan Miraflores,"00506010167-2016-
0008940000","Sep 30, 2016",AMPLIA INVESTIGACION POLICIAL,APROPIACION ILICITA COMUN
343,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Lambayeque,"02406074501-2015-
0012810000","Sep 27, 2016",CON ARCHIVO (PRELIMINAR),USURPACION (DESTRUCCIONALTERACLIMITES)
344,"GONZALEZ CRUZ, MOISES",APP,Cajamarca,Fiscalia Provincial Corp. Especializada En Delitos De Corrupcion De Funcionarios De Lambayeque(Ncpp),"02406075500-2015-
0002000000","Sep 27, 2016",FORMALIZA INVESTIGACION PREPARATORIA,DELITO CONTRA LA ADMINISTRACION PUBLICA
345,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,03º Fiscalia Superior Penal De Apelaciones De Lambayeque,"02406075500-2015-
0000250002","Sep 20, 2016",AUDIENCIA DE APELACION,DELITO CONTRA LA ADMINISTRACION PUBLICA
346,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,Ancash,01º Fiscalia Superior Penal De Santa (Ncpp),"03106024502-2016-
0004050001","Sep 19, 2016",RESUELVE EXCLUSION FISCAL,ABUSO DE AUTORIDAD
347,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,01º Fiscalia Superior Penal De Loreto (Ncpp),"02506015100-2014-
0001840004","Sep 19, 2016",CONSULTA RESUELTA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
348,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,Fiscalia Superior Penal De Amazonas(Ncpp),"01206015200-2013-
0001850002","Sep 14, 2016",AUDIENCIA DE APELACION,CONTAMINACION DEL AMBIENTE
349,"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,Fiscalia Provincial Corp. Especializada En Delitos De Corrupcion De Funcionarios De Piura(Ncpp),"02606054501-2012-
0002380000","Sep 7, 2016",CON ACUSACION,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
350,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,06º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014506-2016-
0005610000","Sep 6, 2016",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBEDIENCIA A ORDEN DE EXAMEN CORPORAL)
351,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074501-2016-
0012340000","Sep 5, 2016",CON ARCHIVO (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
352,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Jose L. Ortiz,"02406084501-2016-
0005450000","Sep 1, 2016",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (RESISTENCIA O DESOBEDIENCIA A LA AUTORIDAD)
353,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,02º Fiscalia Provincial De Prevencion Del Delito De Loreto (Ncpp),"02506014902-2016-
0001840000","Aug 30, 2016",CON ARCHIVO DEFINITIVO (INV. PREVEN.),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
354,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,Lima,05º Fiscalia Superior En Lo Penal De Lima,"00506010151-2013-
0001940000","Aug 29, 2016",DENUNCIA PENDIENTE,ABUSO DE AUTORIDAD
355,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,01º Fiscalia Superior Penal De Loreto (Ncpp),"02506015100-2014-
0001840003","Aug 25, 2016",CONSULTA RESUELTA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
356,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Lambayeque,"02406074502-2014-
0021650000","Aug 22, 2016",FORMALIZA INVESTIGACION PREPARATORIA,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
357,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Mixta Coorporativa La Victoria,"02406075500-2015-
0002870000","Aug 17, 2016",CON RESERVA PROVISIONAL (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
358,"BARRIONUEVO ROMERO, BETTO",Somos Perú,Ancash,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Ancash,"01306015500-2015-
0006360000","Aug 16, 2016",FORMALIZA INVESTIGACION PREPARATORIA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
359,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,04º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014504-2015-
0017170000","Aug 16, 2016",CON ARCHIVO (PRELIMINAR),VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (A INTEGRAR O NO SINDICATO)
360,"VIVANCO REYES, MIGUEL ANGEL",Fuerza Popular,La Libertad,Fiscalia Provincial Mixta Corporativa De Viru,"02306114500-2016-
0010720000","Aug 15, 2016",CON ARCHIVO (PRELIMINAR),LESIONES CULPOSAS (GRAVES)
361,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,3° Fiscalia Superior Penal,"00605010108-2016-
0001620000","Aug 12, 2016",CON DICTAMEN,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
362,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,09º Fiscalia Superior En Lo Penal De Lima,"00506010157-2016-
0000250000","Aug 8, 2016",CON RESOLUCION EMITIDA,COACCION
363,"ESPINOZA VELARDE, YEREMI ARON",Podemos,Lima,05º Fiscalia Superior En Lo Penal De Lima,"00505010105-2016-
0005680000","Aug 8, 2016",EXPED. PENDIENTE,FRAUDE EN LA ADMINISTRACION DE PERSONA JURIDICA (ADMIN O REPRES DE LA PJ)
364,"PANTOJA CALVO, RUBEN",UPP,Cusco,Fiscalia Superior Especializada En Delitos De Corrupcion De Funcionarios De Abancay,"01406015500-2011-
0003290004","Aug 8, 2016",AUDIENCIA DE APELACION,PECULADO (APROPOUTILIZACDECAUDALES)
365,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Loreto,"02506015500-2016-
0000290000","Aug 1, 2016",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
366,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Lambayeque,"02406054502-2016-
0008450000","Jul 24, 2016",CON INVESTIGACION PRELIMINAR,CONTRA LOS DERECHOS DE AUTOR Y COMPOSITOR (PLAGIO)
367,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,03º Fiscalia Provincial Penal Corporativa De Coronel Portillo(Ncpp),"03006014503-2014-
0008670000","Jul 21, 2016",CON SENTENCIA,OMISION DE ASISTENCIA FAMILIAR (INCUMPLIMOBLIGALIMENTARIA)
368,"GONZALEZ CRUZ, MOISES",APP,Cajamarca,02º Fiscalia Provincial Penal Corporativa De Cutervo,"02406024502-2014-
0002790000","Jul 18, 2016",EN AUDIENCIA,HOMICIDIO
369,"BENAVIDES GAVIDIA, WALTER",APP,Cajamarca,Fiscalia Provincial Espec. En Delitos De Corrupcion De Funcionarios- Cajamarca(Ncpp),"01706045500-2015-
0002280000","Jul 8, 2016",FORMALIZA INVESTIGACION PREPARATORIA,PECULADO (APROPIACION O UTILIZACION CULPOSA DE CAUDALES DESTINADOS A ASISTENCIA SOCIAL)
370,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,07º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014902-2015-
0003720000","Jul 7, 2016",CON ARCHIVO (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
371,"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,03º Fiscalia Superior Penal De Ncpp De Piura,"02606034502-2014-
0000030001","Jul 4, 2016",AUDIENCIA DE APELACION,CONTRA LA FE PUBLICA (FALSEDAD GENERICA)
372,"CONTRERAS BAUTISTA, CINDY ARLETTE",No agrupado,Lima,04° Fiscalía Superior Penal De Ayacucho(Ncpp),"01606014502-2016-
0001240001","Jul 4, 2016",RESUELVE EXCLUSION FISCAL,CONTRA LA FE PUBLICA (DOCUMENTO PUBLICO
373,"CONTRERAS BAUTISTA, CINDY ARLETTE",No agrupado,Lima,02º Fiscalía Provincial Penal Corporativa De Huamanga(Ncpp),"01606014502-2016-
0001240000","Jun 30, 2016",FORMALIZA INVESTIGACION PREPARATORIA,CONTRA LA FE PUBLICA (DOCUMENTO PUBLICO
374,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306015500-2013-
0003140001","Jun 16, 2016",CON SOBRESEIMIENTO,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
375,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,Fiscalia Provincial Mixta Corporativa De Olmos,"02406114500-2015-
0005090000","Jun 15, 2016",CON ARCHIVO (PRELIMINAR),USURPACION
376,"BARRIONUEVO ROMERO, BETTO",Somos Perú,Ancash,Fiscalia Provincial Penal De Sihuas,"01306164500-2014-
0001650000","Jun 13, 2016",CON ACUSACION,CONTRA LOS DERECHOS AL SUFRAGIO (SOBORNO ELECTORAL)
377,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Provincial Corp. Especializada En Delitos De Corrupcion De Funcionarios De Lambayeque(Ncpp),"02406094500-2016-
0013350000","Jun 13, 2016",CON INVESTIGACION PRELIMINAR,CONCUSION
378,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,Fiscalia Provincial Corp. Especializada En Delitos De Corrupcion De Funcionarios De Lambayeque(Ncpp),"02406075500-2016-
0002010000","Jun 9, 2016",CON INVESTIGACION PRELIMINAR,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
379,"PÉREZ OCHOA, CARLOS ANDRÉS",Acción Popular,Lima Provincias,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Santa,"03106015500-2015-
0002190000","Jun 6, 2016",CON INVESTIGACION PRELIMINAR,PECULADO (MALVERSACION DE BIENES O DINERO PUBLICO)
380,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,Fiscalia Provincial Especializada En Delitos De Trafico Ilicito De Drogas – Sede Iquitos (Ncpp),"02506015100-2014-
0002420000","Jun 1, 2016",FORMALIZA INVESTIGACION PREPARATORIA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
381,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0006860000","May 31, 2016",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
382,"PANTOJA CALVO, RUBEN",UPP,Cusco,Fiscalia Superior Especializada En Delitos De Corrupcion De Funcionarios De Abancay,"01406015500-2011-
0003290003","May 30, 2016",AUDIENCIA DE APELACION,PECULADO (APROPOUTILIZACDECAUDALES)
383,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios - La Libertad,"02306015500-2016-
0001440000","May 30, 2016",CON INVESTIGACION PRELIMINAR,CONCUSION (COLUSION CON DEFRAUDACION PATRIMONIAL AL ESTADO)
384,"SANTILLANA PAREDES, ROBERTINA",APP,San Martín,05º Fiscalia Provincial En Lo Penal De Lima,"00506010118-2013-
0006040000","May 27, 2016",CON DICTAMEN,CONTRA LA FUNCION JURISDICCIONAL (VIOLACPRESUNCION DE VERACIDAD)
385,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,05º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014505-2016-
0000200000","May 27, 2016",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBEDIENCIA A ORDEN DE EXAMEN CORPORAL)
386,"DIOSES GUZMÁN, LUIS REYMUNDO",Somos Perú,Piura,02º Fiscalia Provincial Penal Corporativa De Paita,"02606054502-2015-
0010640000","May 26, 2016",CON ARCHIVO (PRELIMINAR),APROPIACION ILICITA COMUN
387,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,03º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074503-2014-
0009630000","May 24, 2016",EN AUDIENCIA,DELITOS CONTRA LA FE PUBLICA
388,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,11º Fiscalia Provincial En Lo Penal De Lima,"00506010111-2016-
0000180000","May 19, 2016",CON RESULT. INVESTIGACION POLICIAL,FRAUDE EN LA ADMINISTRACION DE PERSONA JURIDICA (OCULTVERDADERASITUACION)
389,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,07º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014507-2015-
0016410000","May 16, 2016",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION ILEGAL DE ACTO DE SU CARGO)
390,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0014380000","May 11, 2016",CON ARCHIVO (PRELIMINAR),VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (A INTEGRAR O NO SINDICATO)
391,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,01º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074501-2014-
0032310000","May 5, 2016",CON ARCHIVO (PRELIMINAR),"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCIONES)"
392,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,01º Fiscalia Provincial Penal Especializada En Prevencion Del Delito De Trujillo,"02306014901-2015-
0007080000","May 4, 2016",CON ARCHIVO DEFINITIVO (INV. PREVEN.),ABUSO DE AUTORIDAD
393,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,03º Fiscalia Superior Penal De Loreto (Ncpp),"02506014506-2015-
0002870001","May 2, 2016",IMPUGNACION RESUELTA - FISCAL SUPERIOR,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
394,"GONZALEZ CRUZ, MOISES",APP,Cajamarca,Fiscalia Provincial Corp. Especializada En Delitos De Corrupcion De Funcionarios De Lambayeque(Ncpp),"02406075500-2016-
0001610000","Apr 28, 2016",CON INVESTIGACION PRELIMINAR,DELITO CONTRA LA ADMINISTRACION PUBLICA
395,"GONZALEZ CRUZ, MOISES",APP,Cajamarca,Fiscalia Provincial Corp. Especializada En Delitos De Corrupcion De Funcionarios De Lambayeque(Ncpp),"02406075500-2016-
0001690000","Apr 28, 2016",CON INVESTIGACION PRELIMINAR,DELITO CONTRA LA ADMINISTRACION PUBLICA
396,"LIZANA SANTOS, MÁRTIRES",Fuerza Popular,Piura,Fiscalia Provincial Corp. Especializada En Delitos De Corrupcion De Funcionarios De Piura(Ncpp),"02606065500-2016-
0000620000","Apr 26, 2016",ASIGNADO PNP (PRELIMINAR),CONCUSION
397,"CONTRERAS BAUTISTA, CINDY ARLETTE",No agrupado,Lima,04º Fiscalía Provincial Penal Corporativa De Huamanga(Ncpp),"01606014504-2016-
0002100000","Apr 26, 2016",CON ARCHIVO (CALIFICA),CONTRA LA FE PUBLICA (FALSA CERTIFICACION MEDICA)
398,"PANTOJA CALVO, RUBEN",UPP,Cusco,Fiscalia Superior Especializada En Delitos De Corrupcion De Funcionarios De Abancay,"01406015500-2011-
0003290002","Apr 25, 2016",AUDIENCIA DE APELACION,PECULADO (APROPOUTILIZACDECAUDALES)
399,"VIVANCO REYES, MIGUEL ANGEL",Fuerza Popular,La Libertad,"Comisaria: Depapie (Depart.
Patrullaje A Pie)",DISTRITO JUDICIAL: LA LIBERTAD,"Apr 24, 2016",DETENCION,DELITO DE PELIGRO COMUN (IMPRUDENCIA CONDUCCION VEHICULAR)
400,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,01º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506015100-2014-
0001840000","Apr 20, 2016",FORMALIZA INVESTIGACION PREPARATORIA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
401,"FLORES VILLEGAS, JOHAN",Podemos,Moquegua,Fiscalia Provincial Prevencion Del Delito Ilo,"03706020900-2016-
0002190000","Apr 11, 2016",CON ARCHIVO DEFINITIVO (INV. PREVEN.),CONTRA LOS DERECHOS AL SUFRAGIO (VIOLACION DE SECRETO ELECTORAL)
402,"SIMEÓN HURTADO, LUIS CARLOS",Acción Popular,Pasco,02º Fiscalia Superior Penal De Pasco (Ncpp),"03806014503-2014-
0001470003","Apr 6, 2016",CONSULTA RESUELTA,COACCION
403,"VÁSQUEZ TAN, GRIMALDO",Somos Perú,Amazonas,Fiscalia Provincial Penal Especializada En Anticorrupcion - Chachapoyas(Ncpp),"01206015500-2015-
0000260000","Apr 4, 2016",FORMALIZA INVESTIGACION PREPARATORIA,CONCUSION (COLUSION SIMPLE)
404,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalia Provincial Penal Especializada En Materia Ambiental,"00506010170-2016-
0000540000","Apr 4, 2016",DERIVADO,CONTAMINACION DEL AMBIENTE
405,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,Fiscalia Provincial Especializada En Delitos De Corrupcion De Funcionarios De San Martin - Sede Tara,"02806015500-2015-
0001910000","Mar 17, 2016",CON INVESTIGACION PRELIMINAR,CONCUSION (COLUSION ILEGAL)
406,"COLUMBUS MURATA, DIETHELL",Fuerza Popular,Lima,11º Fiscalia Provincial En Lo Penal De Lima,"00506010111-2013-
0005260000","Mar 17, 2016",ARCHIVO DEFINITIVO,"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCIONES)"
407,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,03º Fiscalia Superior Penal De La Libertad,"02306014502-2013-
0014990003","Mar 14, 2016",AUDIENCIA DE APELACION,APROPIACION ILICITA(BIENMUEBSUMDINER)
408,"ESPINOZA ROSALES, RENNÁN SAMUEL",No agrupado,Lima,Fiscalia Provincial Civil Y Familia De La Molina- Cieneguilla,"00506010612-2014-
0001500000","Mar 11, 2016",ARCHIVO DEFINITIVO,MALTRATO FISICO Y SICOLOGICO
409,"BURGA CHUQUIPIONDO, RICARDO MIGUEL",Acción Popular,Lima,35º Fiscalia Provincial En Lo Penal De Lima,"00506010135-2011-
0000310000","Mar 8, 2016",CON RESOLUCION EMITIDA,COACCION
410,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,Ancash,01º Fiscalia Provincial Especializada En Prevencion Del Delito De Santa (Ncpp),"03106014901-2015-
0006190000","Mar 8, 2016",CON ARCHIVO DEFINITIVO (INV. PREVEN.),USURPACION
411,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0012170000","Mar 1, 2016",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
412,"ALIAGA PAJARES, GUILLERMO ALEJANDRO ANTONIO",Somos Perú,Lima,06º Fiscalia Provincial Penal Corporativa De Huaraz,"01306014506-2015-
0003910000","Feb 26, 2016",CON ARCHIVO (PRELIMINAR),CONTRA LA FE PUBLICA (FALSIFICACION DOCUMENTARIA)
413,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,04º Fiscalia Provincial Penal Corporativa De Coronel Portillo(Ncpp),"03006014504-2012-
0001360000","Feb 25, 2016",CON ACUSACION,"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USO ILICITO DE INSIGGRADETC)"
414,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,Fiscalia Provincial Corp. Especializada En Delitos De Corrupcion De Funcionarios De Lambayeque,"02406054501-2015-
0002920000","Feb 23, 2016",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (NOMBRAMIENTOS ILEGALESXFUNCPUB)
415,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,04º Fiscalia Superior Penal De Loreto (Ncpp),"02506015100-2014-
0002420002","Feb 19, 2016",CONSULTA RESUELTA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
416,"PUÑO LECARNAQUE, NAPOLEÓN",APP,Tumbes,2º Fiscalia Superior Penal Transitoria De Tumbes,"03506090601-2007-
0001040005","Feb 12, 2016",CON DICTAMEN,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
417,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Loreto,"02506015500-2016-
0000280000","Feb 10, 2016",EN CALIFICACION (CALIFICA),ABUSO DE AUTORIDAD
418,"URRESTI ELERA, DANIEL BELIZARIO",Podemos,Lima,Fiscalia Especializada En Materia Ambiental De Madre De Dios(Ncpp),"03606015201-2014-
0003080000","Feb 10, 2016",CON ARCHIVO (PRELIMINAR),DELITOS AMBIENTALES
419,"SIMEÓN HURTADO, LUIS CARLOS",Acción Popular,Pasco,02º Fiscalia Superior Penal De Pasco (Ncpp),"03806014503-2014-
0001470002","Feb 10, 2016",CONSULTA RESUELTA,COACCION
420,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Loreto,"02506015500-2015-
0002140000","Feb 4, 2016",CON ARCHIVO (CALIFICA),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
421,"ACUÑA PERALTA, HUMBERTO",APP,Lambayeque,02º Fiscalia Provincial Penal Corporativa De Chiclayo,"02406074502-2015-
0039840000","Feb 2, 2016",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
422,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,Fiscalia Corporativa De Prevencion Del Delito De Lambayeque,"02406074504-2014-
0005320000","Feb 2, 2016",CON ARCHIVO DEFINITIVO (INV. PREVEN.),ABUSO DE AUTORIDAD
423,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,02º Fiscalia Superior Nacional Especializada En Delitos De Lavado De Activos Y Perdida De Dominio,"00505015702-2016-
0000080001","Feb 2, 2016",CONSULTA RESUELTA,LAVADO DE ACTIVOS
424,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,04º Fiscalia Superior Penal De Loreto (Ncpp),"02506015100-2014-
0002420001","Jan 29, 2016",CONSULTA RESUELTA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
425,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,04º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014504-2015-
0007480000","Jan 29, 2016",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (RESAEJECORDENJUDICXFUNCPUB)
426,"GONZALES TUANAMA, CÉSAR",Somos Perú,Ucayali,Fiscalia Provincial Corp. Especializada Contra La Criminalidad Organizada De Ucayali(Ncpp),"03006015101-2014-
0001980000","Jan 25, 2016",CON ARCHIVO (CALIFICA),DLEG Nº 1106 LAVADO DE ACTIVOS
427,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,04º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014504-2015-
0011970000","Jan 14, 2016",CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (RESAEJECORDENJUDICXFUNCPUB)
428,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,08º Fiscalia Provincial Penal Corporativa De Maynas (Ncpp),"02506014508-2015-
0001790000","Jan 14, 2016",CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
429,"MELÉNDEZ CELIS, FERNANDO",APP,Loreto,Fiscalia Provincial Corporativa Especializada En Delitos De Corrupcion De Funcionarios-Loreto,"02506015500-2015-
0003480000","Jan 11, 2016",CON INVESTIGACION PRELIMINAR,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
430,"VALDEZ FARÍAS, LUIS ALBERTO",APP,La Libertad,03° Fiscalia Provincial Penal Corporativa De Trujillo,"02306014504-2015-
0054740000","Jan 6, 2016",CON ARCHIVO (CALIFICA),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (RESISTENCIA O DESOBEDIENCIA A LA AUTORIDAD)
431,"AYASTA DE DÍAZ, RITA ELENA",Fuerza Popular,Lambayeque,02º Fiscalia Superior Penal De Apelaciones De Lambayeque,"02406075500-2015-
0002870001","Jan 4, 2016",CONSULTA RESUELTA,DELITO CONTRA LA ADMINISTRACION PUBLICA
432,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,Ancash,02º Fiscalia Superior Nacional Especializada En Delitos De Lavado De Activos Y Perdida De Dominio,"00505015702-2015-
0000540001","Dec 31, 2015",CONSULTA RESUELTA,LAVADO DE ACTIVOS
